Path,Algorithm,K,DatasetSize,TrainingSize,Correct,TestSize,Accuracy,TrainingTime,TestTime
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2318,2500,0.9272,00:0000266,00:1485530
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2307,2500,0.9228,00:0001542,00:1503148
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2297,2500,0.9188,00:0000299,00:1513570
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2328,2500,0.9312,00:0001506,00:1512917
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2320,2500,0.928,00:0000280,00:1490669
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2305,2500,0.922,00:0001517,00:1466337
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2307,2500,0.9228,00:0000284,00:1462213
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2327,2500,0.9308,00:0001834,00:1447105
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2309,2500,0.9236,00:0000288,00:1461717
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2322,2500,0.9288,00:0001509,00:1446325
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2307,2500,0.9228,00:0000258,00:1518705
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2325,2500,0.93,00:0001517,00:1526027
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2328,2500,0.9312,00:0000503,00:1527683
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2321,2500,0.9284,00:0002304,00:1511667
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2320,2500,0.928,00:0000244,00:1474277
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2328,2500,0.9312,00:0001611,00:1506270
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2319,2500,0.9276,00:0000269,00:1469190
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2318,2500,0.9272,00:0001677,00:1454052
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2321,2500,0.9284,00:0000295,00:1482099
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2336,2500,0.9344,00:0001604,00:1457779
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2305,2500,0.922,00:0000269,00:1488153
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2321,2500,0.9284,00:0002268,00:1450314
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2307,2500,0.9228,00:0000280,00:1461393
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2337,2500,0.9348,00:0002169,00:1456233
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2314,2500,0.9256,00:0000284,00:1470025
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2322,2500,0.9288,00:0001575,00:1444749
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2322,2500,0.9288,00:0000291,00:1491887
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2323,2500,0.9292,00:0001498,00:1450862
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2323,2500,0.9292,00:0000284,00:1468584
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2331,2500,0.9324,00:0001579,00:1458792
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2326,2500,0.9304,00:0000266,00:1455416
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2328,2500,0.9312,00:0001484,00:1435629
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2319,2500,0.9276,00:0000466,00:1446030
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,6,3000,500,2323,2500,0.9292,00:0001538,00:1440618
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,6,3000,500,2324,2500,0.9296,00:0000441,00:1450803
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2321,2500,0.9284,00:0001506,00:1555022
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2326,2500,0.9304,00:0000466,00:1574740
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2323,2500,0.9292,00:0001524,00:1544906
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2321,2500,0.9284,00:0000266,00:1557312
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2325,2500,0.93,00:0001509,00:1533584
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2316,2500,0.9264,00:0000266,00:1561648
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2347,2500,0.9388,00:0001509,00:1574977
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2344,2500,0.9376,00:0000273,00:1554774
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2327,2500,0.9308,00:0001531,00:1544294
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2313,2500,0.9252,00:0000492,00:1560244
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2335,2500,0.934,00:0001859,00:1570864
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2334,2500,0.9336,00:0000273,00:1560689
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2327,2500,0.9308,00:0001542,00:1539360
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2322,2500,0.9288,00:0000266,00:1577818
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2329,2500,0.9316,00:0001998,00:1546533
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2324,2500,0.9296,00:0000590,00:1566342
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2327,2500,0.9308,00:0001527,00:1531848
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2325,2500,0.93,00:0000262,00:1558895
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2330,2500,0.932,00:0001808,00:1534462
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2315,2500,0.926,00:0000277,00:1571866
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2335,2500,0.934,00:0001538,00:1582078
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2313,2500,0.9252,00:0000266,00:1572501
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2326,2500,0.9304,00:0001553,00:1629248
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2312,2500,0.9248,00:0000269,00:1550278
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2331,2500,0.9324,00:0001538,00:1537489
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2317,2500,0.9268,00:0000295,00:1558199
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2318,2500,0.9272,00:0003420,00:1544553
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2317,2500,0.9268,00:0000291,00:1574799
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2331,2500,0.9324,00:0001553,00:1536880
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2326,2500,0.9304,00:0000273,00:1556047
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2330,2500,0.932,00:0001524,00:1537708
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2319,2500,0.9276,00:0000288,00:1570138
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2339,2500,0.9356,00:0001542,00:1559464
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2302,2500,0.9208,00:0000288,00:1571367
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2330,2500,0.932,00:0001524,00:1533981
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2321,2500,0.9284,00:0000273,00:1569394
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2311,2500,0.9244,00:0001560,00:1544123
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2295,2500,0.918,00:0000306,00:1558902
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2339,2500,0.9356,00:0002498,00:1587974
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2315,2500,0.926,00:0000269,00:1587300
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2315,2500,0.926,00:0001527,00:1546253
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2306,2500,0.9224,00:0000237,00:1567979
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2310,2500,0.924,00:0001531,00:1548090
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2311,2500,0.9244,00:0000258,00:1554297
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2320,2500,0.928,00:0001535,00:1545045
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2325,2500,0.93,00:0000255,00:1565284
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,8,3000,500,2318,2500,0.9272,00:0001571,00:1541183
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,8,3000,500,2320,2500,0.928,00:0000266,00:1552863
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2303,2500,0.9212,00:0001527,00:1961548
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2308,2500,0.9232,00:0000266,00:1996311
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2325,2500,0.93,00:0001517,00:1964895
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2333,2500,0.9332,00:0000277,00:2016201
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2333,2500,0.9332,00:0001633,00:1974479
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2332,2500,0.9328,00:0000269,00:2003434
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2329,2500,0.9316,00:0001498,00:1968732
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2339,2500,0.9356,00:0000244,00:1989594
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2337,2500,0.9348,00:0001506,00:2013918
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2344,2500,0.9376,00:0000280,00:1999488
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2329,2500,0.9316,00:0001531,00:1949185
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2334,2500,0.9336,00:0000240,00:1985576
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2322,2500,0.9288,00:0001600,00:1951614
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2325,2500,0.93,00:0000266,00:2004458
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2323,2500,0.9292,00:0001520,00:1950407
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2327,2500,0.9308,00:0000262,00:1996735
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2314,2500,0.9256,00:0001546,00:1953966
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2321,2500,0.9284,00:0000299,00:2000374
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2321,2500,0.9284,00:0001531,00:1971405
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2324,2500,0.9296,00:0000288,00:2002033
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2324,2500,0.9296,00:0001531,00:1958871
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2326,2500,0.9304,00:0000273,00:1990269
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2303,2500,0.9212,00:0001560,00:1957482
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2328,2500,0.9312,00:0000284,00:2017692
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2333,2500,0.9332,00:0001553,00:1968123
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2332,2500,0.9328,00:0000291,00:1999160
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2324,2500,0.9296,00:0001546,00:1965799
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2327,2500,0.9308,00:0000291,00:1998358
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2337,2500,0.9348,00:0001524,00:1954462
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2331,2500,0.9324,00:0000262,00:2000473
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2330,2500,0.932,00:0001531,00:1962313
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2321,2500,0.9284,00:0000262,00:2002478
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2317,2500,0.9268,00:0001506,00:1963418
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2326,2500,0.9304,00:0000280,00:2009783
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2326,2500,0.9304,00:0002465,00:1948572
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2315,2500,0.926,00:0000288,00:2002649
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2337,2500,0.9348,00:0001557,00:1952281
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2322,2500,0.9288,00:0000269,00:1991123
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2331,2500,0.9324,00:0001571,00:1999583
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2327,2500,0.9308,00:0000288,00:2010836
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2340,2500,0.936,00:0001506,00:1953203
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2326,2500,0.9304,00:0000269,00:2005764
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2343,2500,0.9372,00:0001681,00:1956992
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2329,2500,0.9316,00:0000299,00:1993055
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2329,2500,0.9316,00:0001546,00:1978756
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2332,2500,0.9328,00:0000284,00:1989806
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,16,3000,500,2310,2500,0.924,00:0001538,00:1945896
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,16,3000,500,2318,2500,0.9272,00:0000277,00:2011376
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2321,2500,0.9284,00:0001644,00:3013520
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2330,2500,0.932,00:0000277,00:3040852
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2323,2500,0.9292,00:0001517,00:2941154
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2331,2500,0.9324,00:0000295,00:3069526
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2340,2500,0.936,00:0001535,00:2989247
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2338,2500,0.9352,00:0000288,00:3067287
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2320,2500,0.928,00:0001994,00:2976965
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2327,2500,0.9308,00:0000288,00:3039262
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2312,2500,0.9248,00:0001535,00:2964515
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2327,2500,0.9308,00:0000269,00:3078559
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2334,2500,0.9336,00:0001582,00:2974825
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2335,2500,0.934,00:0000291,00:3029992
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2326,2500,0.9304,00:0001520,00:3015766
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2324,2500,0.9296,00:0000277,00:3149072
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2325,2500,0.93,00:0001520,00:2966827
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2333,2500,0.9332,00:0000273,00:3069293
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2327,2500,0.9308,00:0001568,00:2976013
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2329,2500,0.9316,00:0000386,00:3063068
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2316,2500,0.9264,00:0001531,00:2934791
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2324,2500,0.9296,00:0000273,00:3040349
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2322,2500,0.9288,00:0003154,00:2994637
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2334,2500,0.9336,00:0000277,00:3043266
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2335,2500,0.934,00:0001535,00:2961127
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2340,2500,0.936,00:0000273,00:3040699
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2316,2500,0.9264,00:0001560,00:2956456
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2317,2500,0.9268,00:0000266,00:3026972
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2314,2500,0.9256,00:0001506,00:2947736
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2316,2500,0.9264,00:0000269,00:3021043
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2314,2500,0.9256,00:0001961,00:2947577
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2325,2500,0.93,00:0000426,00:3035178
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2329,2500,0.9316,00:0001560,00:2985758
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2331,2500,0.9324,00:0000262,00:3030189
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2312,2500,0.9248,00:0001801,00:2928672
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2321,2500,0.9284,00:0000269,00:3094813
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2323,2500,0.9292,00:0001520,00:2961295
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2324,2500,0.9296,00:0000247,00:3045035
../data/data.three_gauss.train.1000.csv,KNN.MeanKnn,32,3000,500,2300,2500,0.92,00:0001837,00:2961730
../data/data.three_gauss.train.1000.csv,KNN.SimpleSolver,32,3000,500,2301,2500,0.9204,00:0000280,00:3044634
